Recurso;XP/unidad
Olho de Pirata Rya;28,8793
Chicha exsudativa;29,0055
Punho de Gorgoyle;29,1342
Tecido de Mopete;29,5585
Chave do Bambuzal de Damadríade;29,6034
Bigode do Xogum Tofugawa;29,659
Escória de Obsidemônio;29,659
Esfenoide de Kimbo;29,659
Etmoide do Minotoro;29,659
Pelos de Kanígrula;29,659
Bigode do Ush;29,659
Tintura laranja sanguínea;29,6603
Calcinha da Kebra;30
Carapaça Circunflexa de Imorok;30
Aspas de Imiyama;30
Cedilha de Imetsu;30
Apóstrofo de Imafugo;30
Carapaça Circunflexa de Rokoram;30
Aspas de Mabram;30
Cedilha de Tsunam;30
Apóstrofo de Fugokam;30
Punho-e-Vírgula de Shinlam;30,2669
Chicha tenra;30,2962
Chave da Armadilha para Cacamundongo do Rato Negro;30,3935
Fragmento Obscuro;30,5
Topázio;30,7684
Trança do Phrango;30,9139
Chave da Toca do Skonk;30,9445
Pasta Armabarra-K;31,0952
Cérebro de Papatudo das Cavernas;31,3419
Suco de Eskimute Fresco;31,5355
Ulna de Solfatara;31,5934
Poção de alteração;32,1001
Poção de longevidade;32,16
Concentrado de floresta primária;32,4
Coco do Bitufo Aéreo;32,423
Canino de Feligiena;32,5483
Bola de Pantenorme;32,5483
Testículos Mágicos de Mulobo;32,7306
Tecido mágico de Moon;32,7306
Pedra do Tronkoso;32,7306
Essência do Dragão-Porco;32,8125
Essência do Tronkoso;32,8125
Essência do Mulobo;32,8125
Essência de Moon;32,8125
Chave da Estufa do Papamute Real;32,8627
Pelo de Reirrim Perturbado;32,9887
Dente de Pirata Retspan;33,0592
Essência da Rainha Donarânia;33,0769
Essência do Tchuke;33,0769
Essência de Couvefield;33,0769
Chave do templo maldito;33,2647
Tecido de Kaniblu;33,322
Fivela de Orfelino;33,322
Tecido de Couvefield;33,385
Bwak esquelético;33,385
Glóbulo da Donarânia;33,385
Implantes Rústicos;33,6365
Punho-e-Vírgula de Imushin;33,817
Concha do Krakol;34,0112
Dente de Herbizarro Perturbado;34,02
Pele de Kanikila;34,1153
Cara de Aliena;34,1153
Piroclasto de Atomístico;34,8484
Artefato de Fumeroll;34,8484
Nó de Arvorador Claro;34,882
Papa de Bruma;35,5909
Tecido de Samurai Fantasma;35,8516
Chave do Megálito de Fraktal;36,1364
Ovo de Vaposmag;36,3924
Poção mineral;36,3937
Casca de Kaska;36,6477
Farinha Contrabandeada;36,75
Dente falso de Grozilla;36,7647
Clakoss;36,8564
Pequena Pedra de Alma Especial;38,215
Brasas Azuladas;38,6842
Lã de Tengu Gelifox;38,6842
Chifre de XLII;38,6842
Olho do Ver Medo;38,6842
Cueca Frondosa de Supervizovo;38,6842
Essência de Damadríade;40,2127
Pata de Soryo Gelifox;40,2777
Couro de Maho Gelifox;40,2777
Crânio de Yokai Gelifox;40,2777
Rabo de Yomi Gelifox;40,2777
Córnea de Kami Gelifox;40,2777
Chave do Viveiro do Altostruz;40,9378
Chave da cripta do príncipe Djamal Brecht;41,4094
Mapa da Kebra;42
Concentrado de floresta virgem;42
Chave do Ateliê do Tanukui San;42,6138
Grisito;42,9638
Dente Quebrado de Relouin;43,4602
Saco de carvão de Grasmera;43,4602
Cueca furada do Dramak;43,4602
Olho do Kharnossauro;43,4602
Essência do Mestre Corvoc;43,5389
Pelo de Dragão-Porco;43,75
Essência de Dramak;43,75
Essência de Malefisko;43,75
Essência do Kharnossauro;43,75
Essência do Rato Branco;43,9534
Chicha verminada;44,7598
Runa Inv;45
Concentrado de selva;45
Orbe regenerativo;45
Yokaskalho;45,3703
Tufo de Kabombz;45,9374
Zovo de Marombz;45,9374
Zovo de Dotôbz;45,9374
Zovo de Kamikabz;45,9374
Zovo de Quadrabz;45,9374
Ventosa do Kralamor Gigante;46,0227
Essência do Rasgabola Maior;46,3235
Chave do Vale da Dama das Águas;47,1138
Chave da Caverna de El Piko;47,1138
Chave da Smagularia;47,1138
Chave do Ringue do Capitão Skarlat;47,1978
Carapaça de verme do deserto;47,5588
Espinho de Ugah;48,3823
Pata de Kwentro;48,3823
Unha do Bworker;48,3823
Sangue do Toxolias;48,3823
Chifre quebrado de Crocabulia;48,8845
Pena vibrante do Tofu Real;48,8845
Flor de Blop Arco-Íris Real;48,8845
Chave-Pingwin;49,0645
Essência do Blop Arco-íris Real;49,1208
Essência do Minotoror;49,1208
Essência de Crocabulia;49,1208
Olho de Dramanita;51,7605
Orelha de Fistulor;51,7605
Pedúnculo de Fungador;51,7605
Raiz de Korrozivo;51,7605
Pedúnculo de Merulete;51,7605
Saladainha de peixe envenenada;52,1678
Kristalita;52,1708
Tanga de Couro da Mamãe Bwork;54,1831
Chave da Clareira do Carvalho Mole;54,3657
Calção Vermelho;54,7975
Calção marrom;54,7975
Calção Azul;54,7975
Calção Branco;54,7975
Essência do Repulgnante;55,5882
Rabo emplumado do Rasgabola Maior;55,851
Fibra de cânhamo;56,2071
Samba-canção de Cybwork;57,2904
Chave do Dojo do Vento;57,8491
Chave da Fábrica de Fox de Artifício;57,8491
Chicha seca;58,8345
Chave da Sala do Minotot;59,35
Pedra de Alma Média Especial;59,4586
Chave da Galeria do Perfuror;59,63
Couro de Fuji Gelifox;61
Garra de Kolosso;61
Rabo de Glurseleste;61
Pó glacial;61
Chifre do Sombra;61
Pelos do Conde Razof;61
Sino de Barberila Sinocobre;61
Chicha avariada;62,2119
Cérebro de Solar;62,9533
Chave do Laboratório do Tynril;63,8131
Essência do Rato Negro;64,0677
Lágrima de Gelifox;65
Caldo de peixe abominável;66,345
Manúbrio de Wolvexugo;67,418
Pelo de Feroxugo;67,418
Tecido de Texurno;67,418
Orelha de Texaice;67,418
Rabo de Texom;67,418
Vômer de Aperiglurso;67,418
Essência do Carvalho Mole;69,3103
Âmbar do Carvalho Mole;69,5983
Olho de Piroxugo;69,7033
Pele de Skonk;71,0877
Rabo do Papamute Real;71,0877
Chifre queimado do Minotoror;71,6346
Essência do Papamute Real;72,0967
Essência de Skonk;72,0967
Essência de Fraktal;72,0967
Gancho enferrujado;72,5
Chave do Platô do Ush;73,1618
Sangue de Calcinado;73,8851
Fragmento de Mapa do Papodonte 1/5;74,5
Fragmento de Mapa do Papodonte 2/5;74,5
Fragmento de Mapa do Papodonte 3/5;74,5
Fragmento de Mapa do Papodonte 4/5;74,5
Chave do Monte do Sono Profundo;74,6646
Fragmento de pepita de Kifril;74,8383
Íris de Pansoglurso;75
Lã de Glursonado;75
Tecido de Glurloso;75
Asa de Vespoglurso;75
Calcâneo de Glursomel;75
Trama Dimensional;75
Garrafa de Cachacis;75
Pena de Miséria;75
Cadeado de Servidão;75
Touca de Guerra;75
Pelos de Barba de Martelo Amargo;75
Cabo do coçador de costas;75,9947
Chave do Hipogeu do Obsidemônio;76,6449
Chave do Grolandês Violento;80,8718
Gigantesca Pedra de Alma Especial;81,5123
Chifre de Corrupção;81,8933
Símbolo dos Obscurati;82,9305
Chicha sanguinolenta;84,1463
Bigode do Klim;84,375
Pelo da axila de Missiz Frizz;84,375
Bordado de Nileza;84,375
Lã de Sylargh;84,375
Omoplata do Conde Traspafrent;84,375
Ponta ossuda de Grasmera;84,375
Barba do Merkator;84,375
Joia da coroa do Rei Nidas;84,375
Bordado da Rainha dos Ladrões;84,375
Núcleo de Protozorror;84,375
Asa do Vórtex;84,375
Dado do Gatolho;84,375
Pelo de Meno;84,375
Dentadura de Dentinea;84,375
Asa de larva de Katulu;84,375
Cabelos de Tal Kasha;84,375
Espinho de Anerrais;84,375
Pena de Ilyzaelle;84,375
Rabo de Bethel Akarna;84,375
Ombreira de Dazak Martegelo;84,375
Bordado da Sacerdotisa de Kau;84,375
Escama de Torkelônia;84,375
Cetro Estilhaçado de Kabaal;84,375
Máscara de Pesadelo do Conflito Eterno;84,375
Batom de Beladona;84,375
Garra da Dilaceradora;84,375
Cabeleira do Venerável Adormecido;84,375
Fogo Sagrado de Gargandyas;84,375
Grande Pedra de Alma Especial;84,694
Poção de Sesanabolizante;85,8462
Chave da Gruta da Kanígrula;86,6989
Fragmento do mapa do Ali Grothor 1/5;87
Fragmento do mapa do Ali Grothor 2/5;87
Fragmento do mapa do Ali Grothor 3/5;87
Fragmento do mapa da Panterrosa 4/5;87
Fragmento do mapa da Panterrosa 3/5;87
Fragmento do mapa da Panterrosa 2/5;87
Fragmento do mapa da Panterrosa 1/5;87
Fragmento de Mapa do Senhor Pinguim 1/5;87
Fragmento de Mapa do Senhor Pinguim 2/5;87
Fragmento de Mapa do Senhor Pinguim 3/5;87
Fragmento de Mapa do Senhor Pinguim 4/5;87
Fragmento de Mapa do Senhor Pinguim 5/5;87
Chave do Dossel do Kimbo;87,7065
Essência de Nagate;87,8787
Ovo de Altostruz;89,876
Estrela dourada de El Piko;89,876
Essência de Tanukui San;90
Essência do Altostruz;90
Essência do Capitão Skarlat;90
Essência de El Piko;90
Chave da Tumba do Xogum Tofugawa;91,4158
Tecido de remendo;92,5318
Chave do Posto de Controle do Supervizovo;95,2121
Solvente fosforescente;97,0654
Cuecas às avessas do Rei Mopy;97,29
Cabo de Knut;97,5
Cortador de Gelo;98,4378
Tecido Misterioso;100
Exilir de Brumen;100
Chicha maturada;100,2798
Fragmento de Mapa do Katigre 1/5;100,5
Fragmento de Mapa do Katigre 2/5;100,5
Fragmento de Mapa do Katigre 3/5;100,5
Fragmento de Mapa do Katigre 4/5;100,5
Fragmento de Mapa do Katigre 5/5;100,5
Cueca de Harrogant;101,25
Tecido de Courobeso;101,25
Cérebro de Pankada;101,25
Coração de Empalhado;101,25
Dente de Courobol;101,25
Molar de Pancerigoso;101,25
Etmoide de Stalak;101,25
Martelo de Misteriark;101,25
Cérebro de Gelizador;101,25
Bigode de Friaka;101,25
Molar de Nessil;101,25
Crina de Krakal;101,25
Bico de Dodox;101,25
Carapaça de Termístico;101,25
Sépala de Drósera Bugenta;101,25
Garra de Kanibot;101,25
Rabo de Brikoglurso;101,25
Esterno de Repingwinante;101,25
Orelha de Mecanofox;101,25
Pedúnculo de Merulor;101,25
Bico de Bububo;101,25
Bico de Strígido;101,25
Pena de Cicloide;101,25
Rabo de Sinistrofu;101,25
Ponta do Nocturlábio;101,25
Pinça de Karangrena;101,25
Óleo de Pikola;101,25
Olho de Arpon;101,25
Bordado de Glifakir;101,25
Meia do Ciclofandro;101,25
Sal de baleia;101,25
Parasita aquático;101,25
Pedra angular;101,25
Escaravelho crisenefritino;101,25
Carniçangue;101,25
Almardente Encapsulado;101,25
Concha de Submerso;101,25
Caneco de Cerveja;101,25
Lasca Kau Quebrada;101,25
Olho de Crocodyl Albino;101,25
Espinho de Devastador;101,25
Flor dos Protetores;101,25
Cera de Cire Momore;101,25
Pente de Reirrim;101,25
Bobes de Voráculo;101,25
Trança de Domatadora;101,25
Franja de Desgrenhatura;101,25
Pele de Herbizarro;101,25
Chifre de Giraflex;101,25
Chifre de Saltílope;101,25
Defesa de Brutanta;101,25
Cabeça Ossuda de Gordopótamo;101,25
Chifre de Anfibode;101,25
Terra Estéril;103,4042
Colar de Escravo;103,4042
Lâmina Afiada;103,4042
Essência do Tofu Real;103,9534
Germes Corrompidos;104,0077
Coçador de costas inacabado;105,6615
Água-marinha;105,701
Balde de pregadores de roupa;106,425
Chave da Toca Gelifox;109,6904
Gazua;111,3821
Essência do Tynril;111,6666
Essência do Pingwin Real;111,6666
Pele de Triatum;111,7241
Essência de Foxnoroshi;112,0817
Âmber do Tynril;113,1756
Ovo do Pingwin Real;113,1756
Chave do Relogium de XLII;113,7805
Fragmento do mapa do Zatoishwan 1/5;115
Fragmento do mapa do Zatoishwan 2/5;115
Fragmento do mapa do Zatoishwan 3/5;115
Fragmento do mapa do Zatoishwan 4/5;115
Fragmento de Mapa do Fantomaite 1/5;115
Fragmento de Mapa do Fantomaite 2/5;115
Fragmento de Mapa do Fantomaite 3/5;115
Fragmento de mapa do Fantomaite 4/5;115
Máscara de proteção;116,5411
Apêndice Demoníaco;119,1176
Chicha fresca;119,7247
Chave da Morada dos Espíritos;120,1115
Chave da Tripa do Ver Medo;121,4009
Mapa do Brumen;123
Chave do Porão do Toxolias;123,9862
Seixo lunar;125
Chave da cripta do rei Leorictus;125,801
Correias de Knut;130,0482
Runa Al;130,05
Fragmento do mapa do Anatak 1/5;130,5
Fragmento do mapa do Anatak 2/5;130,5
Fragmento do mapa do Anatak 3/5;130,5
Fragmento do mapa do Anatak 4/5;130,5
Fragmento do mapa do Anatak 5/5;130,5
Fragmento de mapa da Vingadora Mascarada 1/5;130,5
Fragmento de mapa da Vingadora Mascarada 2/5;130,5
Fragmento de mapa da Vingadora Mascarada 3/5;130,5
Pontas de Knut;132,4166
Chave do Antro do Kwentro;135,0441
Ovo Inerte;136,2
Artefato Pandawushu;136,9362
Fragmento do mapa do Ali Grothor 4/5;139,2
Chave da Gruta do Bworker;141,1323
Tecido de Sphincter Cell;142,3267
Escápula de Ben, o Ripata;142,3267
Bezoar Ardente de Grozilla;142,3267
Cabo de Katana;142,9363
Essência de Ben, o Ripata;143,75
Essência de Sphincter Cell;143,75
Essência do Perfuror;143,75
Essência de Hell Mina;143,75
Fragmento de mapa do Fantomaite 5/5;143,75
Diacrítico do Rei Imagami;144,6428
Diacrítico da Rainha Amirukam;144,6428
Fragmento de mapa do YeCh'Ti 1/5;147
Fragmento de mapa do YeCh'Ti 2/5;147
Fragmento de mapa do YeCh'Ti 3/5;147
Fragmento de mapa do YeCh'Ti 4/5;147
Fragmento de Mapa do Papodonte 5/5;149
Orbe regenerativo maior;150
Chave do Altar da Dilaceradora;153,09
Presa de Kaska;155,625
Caldo de peixe asfixiante;157,4245
Chave da Caverna de Nataw;159,9388
Âmbar cinza;160
Gravura de Centelha;160,7156
Gravura de Corrente de Ar;160,7156
Gravura de Garoa;160,7156
Gravura de Abalo;160,7156
Poção de fagulha;161,8357
Poção de Garoa;161,8357
Poção de Corrente de Ar;161,8357
Poção de Tremor;161,8357
Fragmento do mapa do Dermoan 1/5;164,5
Fragmento do mapa do Dermoan 2/5;164,5
Fragmento do mapa do Dermoan 3/5;164,5
Fragmento do mapa do Dermoan 4/5;164,5
Fragmento do mapa do Guerreiro do K,O, 1/5;164,5
Fragmento do mapa do Guerreiro do K,O, 2/5;164,5
Fragmento do mapa do Guerreiro do K,O, 3/5;164,5
Fragmento do mapa do Guerreiro do K,O, 4/5;164,5
Fragmento do mapa do Guerreiro do K,O, 5/5;164,5
Chave do Templo do Grande Ugah;167,8632
Enorme Pedra de Alma Especial;173,6064
Fragmento do mapa do Ali Grothor 5/5;174
Fragmento do mapa da Panterrosa 5/5;174
Essência do Kimbo;177,9545
Essência do Minotot;177,9545
Essência do Obsidemônio;177,9545
Essência de Kanígrula;177,9545
Essência de Ush;177,9545
Essência do Xogum Tofugawa;177,9545
Casco de Minotot;179,2582
Meia do Kimbo;179,2582
Vértebra de Obsidemônio;179,2582
Rabo de Kanígrula;179,2582
Fragmento de mapa da Fuji Gelifox 1/5;183
Fragmento de mapa da Fuji Gelifox 2/5;183
Fragmento de mapa da Fuji Gelifox 3/5;183
Fragmento de mapa da Fuji Gelifox 4/5;183
Fragmento de mapa do Flashugo 1/5;183
Fragmento de mapa do Flashugo 2/5;183
Fragmento de mapa do Flashugo 3/5;183
Fragmento de mapa do Flashugo 4/5;183
Fragmento de mapa do Flashugo 5/5;183
Fragmento de mapa do Goblotnik 1/5;183
Fragmento de mapa do Goblotnik 2/5;183
Fragmento de mapa do Goblotnik 3/5;183
Fragmento de mapa do Goblotnik 4/5;183
Fragmento de mapa do Goblotnik 5/5;183
Fragmento de mapa do Viti Glurso 1/5;183
Fragmento de mapa do Viti Glurso 2/5;183
Fragmento de mapa do Viti Glurso 3/5;183
Fragmento de mapa do Viti Glurso 4/5;183
Chave da Mina de Kifril;183,1166
Chave do Acampamento do Conde Razof;187,753
Chave do Bastião dos Martelos Amargos;187,753
Fragmento de mapa da Vingadora Mascarada 4/5;200,7692
Fragmento de mapa da Vingadora Mascarada 5/5;200,7692
Fragmento de mapa do Viti Glurso 5/5;202,5
Chave do Desafio do Gatolho;204,12
Pétala de Tinta;205,0056
Pétala de Papel;205,7412
Chave do Palácio do rei Nidas;206,6929
Chave das Cavernas do Kolosso;207,078
Chave do Trono da Corte Sombria;209,6708
Chave da Pirâmide do Sombra;210,2761
Tábua Kifaztudo;219
Chave da Antecâmara dos Glursos;219,528
Essência de Shihan e Hanshi;223,3333
Couro de Tengu Gelifox;226,8518
Chave do navio do capitão Meno;226,875
Chave do templo de Katulu;226,875
Carapaça de Supervizovo;229,6874
Fragmento do mapa do Zatoishwan 5/5;230
Essência do Tengu Gelifox;232,1052
Essência de XLII;232,1052
Essência do Ver Medo;232,1052
Essência de Kumihu;232,1052
Chave do palácio de Dentinea;232,6921
Chicha sangrenta;237,2611
Chave do Olho de Vórtex;244,215
Seixo rutilante;250
Fragmento do mapa do Gein 1/8;253,1249
Fragmento do mapa do Gein 2/8;253,1249
Fragmento do mapa do Gein 3/8;253,1249
Fragmento do mapa do Gein 4/8;253,1249
Fragmento do mapa do Gein 5/8;253,1249
Fragmento do mapa do Gein 6/8;253,1249
Fragmento do mapa do Gein 7/8;253,1249
Fragmento do mapa do Gein 8/8;253,1249
Fragmento do mapa do Hiperescampo 8/8;253,1249
Fragmento do mapa do Hiperescampo 7/8;253,1249
Fragmento do mapa do Hiperescampo 6/8;253,1249
Fragmento do mapa do Hiperescampo 5/8;253,1249
Fragmento do mapa do Hiperescampo 4/8;253,1249
Fragmento do mapa do Hiperescampo 3/8;253,1249
Fragmento do mapa do Hiperescampo 2/8;253,1249
Fragmento do mapa do Hiperescampo 1/8;253,1249
Fragmento do mapa do Kongoku 1/8;253,1249
Fragmento do mapa do Kongoku 2/8;253,1249
Fragmento do mapa do Kongoku 3/8;253,1249
Fragmento do mapa do Kongoku 4/8;253,1249
Fragmento do mapa do Kongoku 5/8;253,1249
Fragmento do mapa do Kongoku 6/8;253,1249
Fragmento do mapa do Kongoku 7/8;253,1249
Fragmento do mapa do Kongoku 8/8;253,1249
Fragmento do mapa do Vouromort 1/8;253,1249
Fragmento do mapa do Vouromort 2/8;253,1249
Fragmento do mapa do Vouromort 3/8;253,1249
Fragmento do mapa do Vouromort 4/8;253,1249
Fragmento do mapa do Vouromort 5/8;253,1249
Fragmento do mapa do Vouromort 6/8;253,1249
Fragmento do mapa do Vouromort 7/8;253,1249
Fragmento do mapa do Vouromort 8/8;253,1249
Fragmento do mapa do Atcham 1/8;253,1249
Fragmento do mapa do Atcham 2/8;253,1249
Fragmento do mapa do Atcham 3/8;253,1249
Fragmento do mapa do Atcham 4/8;253,1249
Fragmento do mapa do Atcham 5/8;253,1249
Fragmento do mapa do Atcham 6/8;253,1249
Fragmento do mapa do Atcham 7/8;253,1249
Fragmento do mapa do Atcham 8/8;253,1249
Fragmento do Mapa do Cavaleiro de Gelo 1/8;253,1249
Fragmento do Mapa do Cavaleiro de Gelo 2/8;253,1249
Fragmento do Mapa do Cavaleiro de Gelo 3/8;253,1249
Fragmento do Mapa do Cavaleiro de Gelo 4/8;253,1249
Fragmento do Mapa do Cavaleiro de Gelo 5/8;253,1249
Fragmento do Mapa do Cavaleiro de Gelo 6/8;253,1249
Fragmento do Mapa do Cavaleiro de Gelo 7/8;253,1249
Fragmento do Mapa do Cavaleiro de Gelo 8/8;253,1249
Fragmento de mapa do Estrovo 1/8;253,1249
Fragmento de mapa do Estrovo 2/8;253,1249
Fragmento de mapa do Estrovo 3/8;253,1249
Fragmento de mapa do Estrovo 4/8;253,1249
Fragmento de mapa do Estrovo 5/8;253,1249
Fragmento de mapa do Estrovo 6/8;253,1249
Fragmento de mapa do Estrovo 7/8;253,1249
Fragmento de mapa do Estrovo 8/8;253,1249
Fragmento de Mapa do Glurdorak 1/8;253,1249
Fragmento de Mapa do Glurdorak 2/8;253,1249
Fragmento de Mapa do Glurdorak 3/8;253,1249
Fragmento de Mapa do Glurdorak 4/8;253,1249
Fragmento de Mapa do Glurdorak 5/8;253,1249
Fragmento de Mapa do Glurdorak 6/8;253,1249
Fragmento de Mapa do Glurdorak 7/8;253,1249
Fragmento de Mapa do Glurdorak 8/8;253,1249
Fragmento de Mapa do Mekamute 1/8;253,1249
Fragmento de Mapa do Mekamute 2/8;253,1249
Fragmento de Mapa do Mekamute 3/8;253,1249
Fragmento de Mapa do Mekamute 4/8;253,1249
Fragmento de Mapa do Mekamute 5/8;253,1249
Fragmento de Mapa do Mekamute 6/8;253,1249
Fragmento de Mapa do Mekamute 7/8;253,1249
Fragmento de Mapa do Mekamute 8/8;253,1249
Fragmento de Mapa do Psikopompo 1/8;253,1249
Fragmento de Mapa do Psikopompo 2/8;253,1249
Fragmento de Mapa do Psikopompo 3/8;253,1249
Fragmento de Mapa do Psikopompo 4/8;253,1249
Fragmento de Mapa do Psikopompo 5/8;253,1249
Fragmento de Mapa do Psikopompo 6/8;253,1249
Fragmento de Mapa do Psikopompo 7/8;253,1249
Fragmento de Mapa do Psikopompo 8/8;253,1249
Chave do Bosque do Venerável;253,935
Chave da Forjafria de Missiz Frizz;254,1991
Chave do Transportador de Sylargh;254,1991
Chave dos Salões Privados do Klim;254,1991
Chave do Laboratório de Nileza;254,1991
Chave do Calabouço do Conde Traspafrent;254,1991
Chave do Aquódromo do Merkator;254,1991
Chave da Barriga da Baleia;254,1991
Chave da Cervejaria do Rei Dazak;254,1991
Chave dos Ferros da Tirania;254,1991
Chave do Trono de Sangue;254,1991
Chave da Sentença da Balança;254,1991
Chave da Tempestade do Eliocalipse;254,1991
Chave da Árvore da Morte;254,6041
Luvas de proteção;257,4746
Essência do Kralamor Gigante;276,1363
Tinta do Kralamor Gigante;278,1593
Flor de Pedrapó;280,7474
Chave da Casa do Papai Nowel;286,5106
Fragmento de Ugahlureta;289,6126
Pele do Bworker;289,6126
Olho de Kwentro;289,6126
Essência do Kwentro;290,2941
Essência do Bworker;290,2941
Essência de Ugah;290,2941
Essência do Toxolias;290,2941
Fragmento de mapa do YeCh'Ti 5/5;294
Chave da Câmara de Tal Kasha;297,9841
Chave da Mansão de Dezist;297,9841
Chave do Mirante de Ilyzaelle;297,9841
Chave da Torre de Bethel;297,9841
Chave do Templo do Deus Kau;297,9841
Chave do Santuário de Torkelônia;297,9841
Chave da Batalha da Aurora Púrpura,;297,9841
Chave da Câmara das Maldições;297,9841
Substrato Astral;300
Chicha marmorizada;300,5181
Chave da Torre de Solar;302,5864
Peixe-espada Honquixote;305
Fragmento do mapa do Dermoan 5/5;329
Lâmina de Katana;335,4375
Loop Temporal;337,5
Loop Atemporal;337,5
Coração de Cire Momore;337,5
Chave do Ritual de Kabaal;338,4841
Essência do Kolosso;366
Essência de Fuji Gelifox;366
Essência do Gordum;366
Essência do Glurseleste;366
Essência do Sombra;366
Essência do Conde Razof;366
Essência de Barberila Sinocobre;366
Fragmento de mapa da Fuji Gelifox 5/5;366
Caco de Temporal;375
Côndilo de Fuji Gelifox;375
Tecido de Kolosso;375
Osso Hamato de Glurseleste;375
Essência de Solar;377,7202
Chicha macerada;377,99
Raiz cristalina;400
Parafuso novo;400
Zíper;400
Micoses congeladas;400
Olho de vidro;400
Runa Ga Pm;405
Chave da Lembrança de Imagiro;405,8007
Chave da Memória de Orukam;416,4512
Selo silvestre;430
Orbe regenerativo magistral;450
Essência de Guerra;450
Essência de Miséria;450
Essência de Servidão;450
Chicha selvagem;475,2065
Essência de Corrupção;491,3602
Saco de magma de Grasmera;496,3235
Runa Ga Pa;500
Ovo do Ali Grothor;500
Fragmento de rubi fértil;500
Ração Vitaminada;500
Poção de incêndio;502,1103
Poção de tsunami;502,1103
Poção da Tempestade;502,1103
Gravura de Tsunami;505,7902
Gravura de Incêndio;505,7902
Gravura de Furacão;505,7902
Escalpo de Klim;506,25
Calcinha da Missiz Frizz;506,25
Braguilha de Nileza;506,25
Incisivo de Sylargh;506,25
Bandagem do Conde Traspafrent;506,25
Essência de Missiz Frizz;506,25
Essência de Sylargh;506,25
Essência de Klim;506,25
Essência de Nileza;506,25
Essência do Conde Traspafrent;506,25
Essência de Merkator;506,25
Coração do Merkator;506,25
Essência do Rei Nidas;506,25
Essência da Rainha dos Ladrões;506,25
Essência do Protozorror;506,25
Essência de Vórtex;506,25
Essência do Gatolho;506,25
Essência de Bethel Akarna;506,25
Essência de Meno;506,25
Essência de Ilyzaelle;506,25
Essência de Dentinea;506,25
Essência da Larva de Katulu;506,25
Essência de Anerrais, a Shushesa;506,25
Essência de Dazak Martegelo;506,25
Essência de Tal Kasha;506,25
Essência de Torkelônia;506,25
Essência de Kabaal;506,25
Essência do Conflito Eterno;506,25
Essência de Beladona;506,25
Cabeleira da Dilaceradora;506,25
Chifre do Venerável Adormecido;506,25
Poção de Terremoto;512,3738
Gravura de Terremoto;516,0537
Pelos de Zatoishwan;550
Couro Onirônico;600
Escalpo de Anatak;620
Seixo solar;625
Marca das grandes profundezas;640
Steamobomba;640
Hélice de latão;640
Chumbo de mergulho;640
Filtro de covardia;640
Base de concha;640
Mapa do Senhor Pinguim;652,5
Mapa do Papodonte;670,5
Caldo de peixe nefasto;670,9251
Coração congelado;750
Liga congelada;750
Esporma do Dermoan;750
Mapa do Katigre;753,75
Mapa da Panterrosa;783
Ombreira Enorme do K,O,;800
Chicha magra;800,3629
Mapa do Ali Grothor;861,3
Essência do Rei Imagami;867,8571
Essência da Rainha Amirukam;867,8571
Caldo de peixe mefítico;894,6946
Lenda de Brumário;900
Lenda de Oto Mustam;900
Lenda do Espelho;900
Lenda de Meriana;900
Lenda de Menalt;900
Lenda de Tanatena;900
Lenda de Helsefina;900
Lenda de Henual;900
Mapa de Fantomaite;905,6249
Chicha estragada;967,647
Mapa do Anatak;978,75
Raiz sintética;1000
Couro sintético;1000
Velha cabeça de martelo;1000
Insígnia dos Justiceiros;1000
Cabeço de amarração;1000
Garrafa de Gein;1000
Bateria recarregável do Hiperescampo;1000
Pé de Vouromort;1000
Pele do Grande Kongoku;1000
Mapa do Zatoishwan;1035
Mapa da Vingadora Mascarada;1189,558
Mapa do Guerreiro do K,O,;1233,75
Seixo Radiante;1250
Chicha negra;1253,425
Mapa do YeCh'Ti;1323
Mapa do Flashugo;1372,5
Mapa do Goblotnik;1372,5
Mapa do Viti Glurso;1401,75
Lenda de Bram Barba-Mundo;1420
Mapa do Dermoan;1480,5
Chicha saborosa;1569,389
Mapa da Fuji Gelifox;1647
Máscara de Ság;1826,424
Nanogrina;1875,939
Lenda da Crocálibur;1950
Lenda do Engana-a-Morte;2480
Seixo incandescente;2500
Lenda de Lady Jhéssica;3000
Mapa do Gein;3037,5
Mapa do Hiperescampo;3037,5
Mapa do Kongoku;3037,5
Mapa do Vouromort;3037,5
Mapa do Atcham;3037,5
Mapa do Cavaleiro de Gelo;3037,5
Mapa de Estrovo;3037,5
Mapa do Glurdorak;3037,5
Mapa do Mekamute;3037,5
Mapa do Psikopompo;3037,5
Lenda de Mil Léguas;3530
Relíquia de Bebemoth;3681,818
Lenda de Dodge;4060
Lenda de Fallanster;4580
Volante hidráulico;4974,375
Estatueta de Snedon;4974,375
Peças de Módulo;5000
Lenda do Bota-Fora;5110
Lastro antiturbilhão;5131,487
Lenda do Destino;5640
Cristal Temporal;5739,379
Cristal Atemporal;5739,379
Selo dos fundadores;5746,875
Caça-medos;5746,875
Acelerador de propulsão;5892,304
Lenda de Rykke Errel;6160
Lenda de Amayiro;6160
Lenda de Buhorado;6690
Lenda de Miséria;6690
Lenda de Guerra;6690
Lenda de Servidão;6690
Lenda de Corrupção;6690
Lenda de Jahash Jurgen;7220
Lenda de Ganimede;7750
Reflexo de Bebemoth;7932,121
Óculos do Grande Cronomestre;7952,689
Biscoito Infundido do Arakne;13619,29
Biscoito Infundido da Tofuna;13621,8
