Recurso;XP/unidad
Sandworm Shell;47,5588
Ougaa Spine;48,3823
Korriander Foot;48,3823
Bworker Nail;48,3823
Toxoliath Blood;48,3823
Crocabulia's Broken Horn;48,8845
Vibrating Royal Tofu Feather;48,8845
Royal Rainbow Blop Flower;48,8845
Pingwin Key;49,0645
Royal Rainbow Blop Essence;49,1208
Minotoror Essence;49,1208
Crocabulia Essence;49,1208
Dramanita Eye;51,7605
Fistulina Ear;51,7605
Fungore Peduncle;51,7605
Treecherous Root;51,7605
Serpula Peduncle;51,7605
Poisoned Fishy Salad;52,1678
Kristalite;52,1708
Mama Bwork Leather Thong;54,1831
Soft Oak Clearing Key;54,3657
Red Boxers;54,7975
Brown Boxers;54,7975
Blue Boxers;54,7975
White Boxers;54,7975
Colousses Essence;55,5882
Greater Bherb Feathered Tail;55,851
Hemp Fibre;56,2071
Cybwork Briefs;57,2904
Wind Dojo Key;57,8491
Fouxwork Factory Key;57,8491
Dried Carrion;58,8345
Minotot Room Key;59,35
Special Soul Stone for Average Souls;59,4586
Drhossil's Caves Key;59,63
Fuji Snowfoux Leather;61
Kolosso Claw;61
Celestial Bearbarian Tail;61
Ice Powder;61
Shadow Horn;61
Count Razof Hair;61
Berylbell Copperbeard's Bell;61
Rancid Carrion;62,2119
Solar's Brain;62,9533
Tynril Lab Key;63,8131
Black Rat Essence;64,0677
Snowfoux Tear;65
Abominable Fish Juice;66,345
Gluttonous Brockhard Manubrium;67,418
Bestial Brockhard Hair;67,418
Nightcrawling Brockhard Fabric;67,418
Icy Brockhard Ear;67,418
Venomous Brockhard Tail;67,418
Apewicubic Bearbarian Vomer;67,418
Soft Oak Essence;69,3103
Soft Oak Amber;69,5983
Pyrotechnic Brockhard Eye;69,7033
Skeunk Skin;71,0877
Royal Mastogob Tail;71,0877
Burnt Minotoror Horn;71,6346
Royal Mastogob Essence;72,0967
Skeunk Essence;72,0967
Fraktal Essence;72,0967
Rusty Hook;72,5
Ush's Plateau Key;73,1618
Charred Ones' Blood;73,8851
Fragment of Mastoslob's Map 1/5;74,5
Fragment of Mastoslob's Map 2/5;74,5
Fragment of Mastoslob's Map 3/5;74,5
Fragment of Mastoslob's Map 4/5;74,5
Key to Long Slumber's Barrow;74,6646
Sakai Nugget Fragment;74,8383
Torpid Bearbarian Iris;75
Rampant Bearbarian Wool;75
Esurient Bearbarian Fabric;75
Vespal Bearbarian Wings;75
Mellifluous Bearbarian Calcaneus;75
Dimensional Fabric;75
Bottle of Nottlebeck;75
Misery's Feather;75
Servitude's Lock;75
War's Cap;75
Bitter-Hammer Beard Hair;75
Back-Scratcher Handle;75,9947
Obsidemon's Hypogeum Key;76,6449
Wreck of the Hesperus Key;80,8718
Special Soul Stone for Gigantic Souls;81,5123
Corruption's Horn;81,8933
Obscurati Symbol;82,9305
Blood-Soaked Carrion;84,1463
Klime's Moustache;84,375
Missiz Freezz's Armpit Hair;84,375
Nileza's Embroidery;84,375
Sylargh's Wool;84,375
Count Harebourg's Scapula;84,375
Grasmera's Bony Joint;84,375
Merkator's Beard;84,375
Jewel from King Nidas's Crown;84,375
The Queen of Thieves' Embroidery;84,375
Protoz'orror Nucleus;84,375
Vortex Wing;84,375
Catseye's Die;84,375
Meno's Hair;84,375
Dantinea's Dentures;84,375
Koutoulou Larva Wing;84,375
Tal Kasha Hair;84,375
Anerice's Spike;84,375
Ilyzaelle Feather;84,375
Bethel Akarna's Tail;84,375
Dazahk Freezammer's Shoulder Pad;84,375
Chokao Priestess's Embroidery;84,375
Turtelonia's Scale;84,375
Kabaal's Broken Sceptre;84,375
Eternal Conflict's Nightmarish Mask;84,375
Belladonna's Lipstick;84,375
The Ripper's Claw;84,375
Sleeping Venerable One Mane;84,375
Gargandyas's Sacred Fire;84,375
Special Soul Stone for Big Souls;84,694
Sesanabolic Potion;85,8462
Kanigrula's Cave Key;86,6989
Fragment of Mastigator's Map 1/5;87
Fragment of Mastigator's Map 2/5;87
Fragment of Mastigator's Map 3/5;87
Fragment of Panthyrozy's Map 4/5;87
Fragment of Panthyrozy's Map 3/5;87
Fragment of Panthyrozy's Map 2/5;87
Fragment of Panthyrozy's Map 1/5;87
Fragment of Mister Penguin's Map 1/5;87
Fragment of Mister Penguin's Map 2/5;87
Fragment of Mister Penguin's Map 3/5;87
Fragment of Mister Penguin's Map 4/5;87
Fragment of Mister Penguin's Map 5/5;87
Kimbo's Canopy Key;87,7065
Nagate Essence;87,8787
Cross Strich Egg;89,876
El Piko Golden Star;89,876
Tanukouï San Essence;90
Cross Strich Essence;90
Captain Scarlight Essence;90
El Piko Essence;90
Shogun Tofugawa's Tomb Key;91,4158
Magic Patch;92,5318
Key to the Bzzegg Supervisor's Checkpoint;95,2121
Phosphorescent Solvent;97,0654
Mopy King Inside Out Shorts;97,29
Knout Handle;97,5
Ice Saw;98,4378
Mysterious Fabric;100
Brumen's Elixir;100
Stale Carrion;100,2798
Fragment of Katigger's Map 1/5;100,5
Fragment of Katigger's Map 2/5;100,5
Fragment of Katigger's Map 3/5;100,5
Fragment of Katigger's Map 4/5;100,5
Fragment of Katigger's Map 5/5;100,5
Harrogant Pants;101,25
Dumple Fabric;101,25
Putchup Brain;101,25
Asteraw Heart;101,25
Leatherball Tooth;101,25
Potbellion Molar;101,25
Stalak Ethmoid;101,25
Karkanik Malleus;101,25
Skateman Brain;101,25
Revish Moustache;101,25
Nessil Molar;101,25
Krackal Mane;101,25
Dodox Beak;101,25
Thermite Carapace;101,25
Snowdew Sepal;101,25
Kan-O-Mat Claw;101,25
Tinkerbear Tail;101,25
Pingwinch Sternum;101,25
Mecanofoux Ear;101,25
Serpulax Peduncle;101,25
Bubotron Beak;101,25
Treadfast Beak;101,25
Cycloid Feather;101,25
Sinistrofu Tail;101,25
Nocturnowl Spike;101,25
Steamcrab Claw;101,25
Barbakle Oil;101,25
Harpo Eye;101,25
Bartyclank Embroidery;101,25
Psychlo Sock;101,25
Whale Salt;101,25
Aquatic Parasite;101,25
Angular Stone;101,25
Chrysonefantine Scarab;101,25
Red Ghoulobule;101,25
Encapsulated Soul-Blaze;101,25
Submerged Ones' Shell;101,25
Beer Tankard;101,25
Broken Chokao Chip;101,25
Albino Crocodyl's Eye;101,25
Destroyer Spike;101,25
Protectors' Flower;101,25
Cire Momore's Wax;101,25
Rhoarim Comb;101,25
Voracle Blowout;101,25
Killtamer Plait;101,25
Touslecat Fringe;101,25
Oddnivore Skin;101,25
Flashiraffe Horn;101,25
Rabbilope Horn;101,25
Brutapir Tusk;101,25
Heapotamus Bony Forehead;101,25
Goatphibian Horn;101,25
Sterile Soil;103,4042
Slave Necklace;103,4042
Sharp Blade;103,4042
Royal Tofu Essence;103,9534
Corrupted Sprouts;104,0077
Incomplete Back-Scratcher;105,6615
Aquamarine;105,701
Bucket of Clothes Pegs;106,425
Snowfoux Den Key;109,6904
Lockpick;111,3821
Tynril Essence;111,6666
Royal Pingwin Essence;111,6666
Tritun Skin;111,7241
Founoroshi Essence;112,0817
Tynril Amber;113,1756
Royal Pingwin Egg;113,1756
XLII's Metronomicon Key;113,7805
Fragment of Zatoishwan's Map 1/5;115
Fragment of Zatoishwan's Map 2/5;115
Fragment of Zatoishwan's Map 3/5;115
Fragment of Zatoishwan's Map 4/5;115
Fragment of Pirate Bhey's Map 1/5;115
Fragment of Pirate Bhey's Map 2/5;115
Fragment of Pirate Bhey's Map 3/5;115
Fragment of Pirate Bhey's Map 4/5;115
Protective Mask;116,5411
Demonic Appendix;119,1176
Fresh Carrion;119,7247
Spirit Abode Key;120,1115
Wurmlord's Passage Key;121,4009
Brumen's Map;123
Key to Toxoliath's Cave;123,9862
Lunar Pebble;125
King Leorictus's Crypt Key;125,801
Knout Straps;130,0482
Range Rune;130,05
Fragment of Anatak's Map 1/5;130,5
Fragment of Anatak's Map 2/5;130,5
Fragment of Anatak's Map 3/5;130,5
Fragment of Anatak's Map 4/5;130,5
Fragment of Anatak's Map 5/5;130,5
Fragment of Masked Avenger's Map 1/5;130,5
Fragment of Masked Avenger's Map 2/5;130,5
Fragment of Masked Avenger's Map 3/5;130,5
Knout Tips;132,4166
Korriander's Lair Key;135,0441
Inert Egg;136,2
Pandawushu Artefact;136,9362
Fragment of Mastigator's Map 4/5;139,2
Bworker's Cave Key;141,1323
Sphincter Cell Fabric;142,3267
Buck Anear Scapula;142,3267
Grozilla Ardent Bezoar;142,3267
Katana Handle;142,9363
Buck Anear Essence;143,75
Sphincter Cell Essence;143,75
Drhossil Essence;143,75
Hell Mina Essence;143,75
Fragment of Pirate Bhey's Map 5/5;143,75
King Imagami Diacritic;144,6428
Queen Amirukam Diacritic;144,6428
Fragment of YeCh'Ti's Map 1/5;147
Fragment of YeCh'Ti's Map 2/5;147
Fragment of YeCh'Ti's Map 3/5;147
Fragment of YeCh'Ti's Map 4/5;147
Fragment of Mastoslob's Map 5/5;149
Major New Leaf Orb;150
Key to the Ripper's Altar;153,09
Sauroshell Fang;155,625
Asphyxiating Fish Juice;157,4245
Kwismas Cavern Key;159,9388
Ambergris;160
Spark Engraving;160,7156
Draught Engraving;160,7156
Spittle Engraving;160,7156
Tremor Engraving;160,7156
Spark Potion;161,8357
Drizzle Potion;161,8357
Draught Potion;161,8357
Tremor Potion;161,8357
Fragment of Dremoan's Map 1/5;164,5
Fragment of Dremoan's Map 2/5;164,5
Fragment of Dremoan's Map 3/5;164,5
Fragment of Dremoan's Map 4/5;164,5
Fragment of the Warrior of KOs' Map 1/5;164,5
Fragment of the Warrior of KOs' Map 2/5;164,5
Fragment of the Warrior of KOs' Map 3/5;164,5
Fragment of the Warrior of KOs' Map 4/5;164,5
Fragment of the Warrior of KOs' Map 5/5;164,5
Temple of the Great Ougaa Key;167,8632
Special Soul Stone for Huge Souls;173,6064
Fragment of Mastigator's Map 5/5;174
Fragment of Panthyrozy's Map 5/5;174
Kimbo Essence;177,9545
Minotot Essence;177,9545
Obsidemon Essence;177,9545
Kanigrula Essence;177,9545
Ush Essence;177,9545
Shogun Tofugawa Essence;177,9545
Minotot Hoof;179,2582
Kimbo Sock;179,2582
Obsidemon Vertebra;179,2582
Kanigrula Tail;179,2582
Fragment of Fuji Snowfoux's Map 1/5;183
Fragment of Fuji Snowfoux's Map 2/5;183
Fragment of Fuji Snowfoux's Map 3/5;183
Fragment of Fuji Snowfoux's Map 4/5;183
Fragment of Flasho's Map 1/5;183
Fragment of Flasho's Map 2/5;183
Fragment of Flasho's Map 3/5;183
Fragment of Flasho's Map 4/5;183
Fragment of Flasho's Map 5/5;183
Fragment of Doctor Gobotnegg's Map 1/5;183
Fragment of Doctor Gobotnegg's Map 2/5;183
Fragment of Doctor Gobotnegg's Map 3/5;183
Fragment of Doctor Gobotnegg's Map 4/5;183
Fragment of Doctor Gobotnegg's Map 5/5;183
Fragment of Vinnie the Bearbarian's Map 1/5;183
Fragment of Vinnie the Bearbarian's Map 2/5;183
Fragment of Vinnie the Bearbarian's Map 3/5;183
Fragment of Vinnie the Bearbarian's Map 4/5;183
Sakai Mine Key;183,1166
Count Razof's Camp Key;187,753
Bitter-Hammers' Stronghold Key;187,753
Fragment of Masked Avenger's Map 4/5;200,7692
Fragment of Masked Avenger's Map 5/5;200,7692
Fragment of Vinnie the Bearbarian's Map 5/5;202,5
Catseye Challenge Key;204,12
Ink Petal;205,0056
Paper Petal;205,7412
King Nidas's Palace Key;206,6929
Kolosso's Caverns Key;207,078
Key to the Throne Room of the Dark Court;209,6708
Shadow's Pyramid Key;210,2761
Doitall Plank;219
Bearbarian Antichamber Key;219,528
Shihan and Hanshi Essence;223,3333
Tengu Snowfoux Leather;226,8518
Captain Meno's Ship Key;226,875
Koutoulou's Temple Key;226,875
Bzzegg Supervisor Carapace;229,6874
Fragment of Zatoishwan's Map 5/5;230
Tengu Snowfoux Essence;232,1052
XLII Essence;232,1052
Wurmlord Essence;232,1052
Koumiho Essence;232,1052
Dantinea's Palace Key;232,6921
Bloody Carrion;237,2611
Vortex's Eye Key;244,215
Gleaming Pebble;250
Fragment of Gein's Map 1/8;253,1249
Fragment of Gein's Map 2/8;253,1249
Fragment of Gein's Map 3/8;253,1249
Fragment of Gein's Map 4/8;253,1249
Fragment of Gein's Map 5/8;253,1249
Fragment of Gein's Map 6/8;253,1249
Fragment of Gein's Map 7/8;253,1249
Fragment of Gein's Map 8/8;253,1249
Fragment of Scampihorse's Map 8/8;253,1249
Fragment of Scampihorse's Map 7/8;253,1249
Fragment of Scampihorse's Map 6/8;253,1249
Fragment of Scampihorse's Map 5/8;253,1249
Fragment of Scampihorse's Map 4/8;253,1249
Fragment of Scampihorse's Map 3/8;253,1249
Fragment of Scampihorse's Map 2/8;253,1249
Fragment of Scampihorse's Map 1/8;253,1249
Fragment of Kongoku's Map 1/8;253,1249
Fragment of Kongoku's Map 2/8;253,1249
Fragment of Kongoku's Map 3/8;253,1249
Fragment of Kongoku's Map 4/8;253,1249
Fragment of Kongoku's Map 5/8;253,1249
Fragment of Kongoku's Map 6/8;253,1249
Fragment of Kongoku's Map 7/8;253,1249
Fragment of Kongoku's Map 8/8;253,1249
Fragment of Voldelor's Map 1/8;253,1249
Fragment of Voldelor's Map 2/8;253,1249
Fragment of Voldelor's Map 3/8;253,1249
Fragment of Voldelor's Map 4/8;253,1249
Fragment of Voldelor's Map 5/8;253,1249
Fragment of Voldelor's Map 6/8;253,1249
Fragment of Voldelor's Map 7/8;253,1249
Fragment of Voldelor's Map 8/8;253,1249
Fragment of Atcham's Map 1/8;253,1249
Fragment of Atcham's Map 2/8;253,1249
Fragment of Atcham's Map 3/8;253,1249
Fragment of Atcham's Map 4/8;253,1249
Fragment of Atcham's Map 5/8;253,1249
Fragment of Atcham's Map 6/8;253,1249
Fragment of Atcham's Map 7/8;253,1249
Fragment of Atcham's Map 8/8;253,1249
Fragment of the Ice Knight's Map 1/8;253,1249
Fragment of the Ice Knight's Map 2/8;253,1249
Fragment of the Ice Knight's Map 3/8;253,1249
Fragment of the Ice Knight's Map 4/8;253,1249
Fragment of the Ice Knight's Map 5/8;253,1249
Fragment of the Ice Knight's Map 6/8;253,1249
Fragment of the Ice Knight's Map 7/8;253,1249
Fragment of the Ice Knight's Map 8/8;253,1249
Fragment of Erotegg's Map 1/8;253,1249
Fragment of Erotegg's Map 2/8;253,1249
Fragment of Erotegg's Map 3/8;253,1249
Fragment of Erotegg's Map 4/8;253,1249
Fragment of Erotegg's Map 5/8;253,1249
Fragment of Erotegg's Map 6/8;253,1249
Fragment of Erotegg's Map 7/8;253,1249
Fragment of Erotegg's Map 8/8;253,1249
Fragment of Bearendizer's Map 1/8;253,1249
Fragment of Bearendizer's Map 2/8;253,1249
Fragment of Bearendizer's Map 3/8;253,1249
Fragment of Bearendizer's Map 4/8;253,1249
Fragment of Bearendizer's Map 5/8;253,1249
Fragment of Bearendizer's Map 6/8;253,1249
Fragment of Bearendizer's Map 7/8;253,1249
Fragment of Bearendizer's Map 8/8;253,1249
Fragment of Mekstagob's Map 1/8;253,1249
Fragment of Mekstagob's Map 2/8;253,1249
Fragment of Mekstagob's Map 3/8;253,1249
Fragment of Mekstagob's Map 4/8;253,1249
Fragment of Mekstagob's Map 5/8;253,1249
Fragment of Mekstagob's Map 6/8;253,1249
Fragment of Mekstagob's Map 7/8;253,1249
Fragment of Mekstagob's Map 8/8;253,1249
Fragment of Psychopump's Map 1/8;253,1249
Fragment of Psychopump's Map 2/8;253,1249
Fragment of Psychopump's Map 3/8;253,1249
Fragment of Psychopump's Map 4/8;253,1249
Fragment of Psychopump's Map 5/8;253,1249
Fragment of Psychopump's Map 6/8;253,1249
Fragment of Psychopump's Map 7/8;253,1249
Fragment of Psychopump's Map 8/8;253,1249
Key to the Venerable One's Thicket;253,935
Missiz Freezz's Frostforge Key;254,1991
Sylargh's Carrier Key;254,1991
Klime's Private Suite Key;254,1991
Nileza's Laboratory Key;254,1991
Count Harebourg's Dungeon Key;254,1991
Merkator's Aquadome Key;254,1991
Key to the Belly of the Whale;254,1991
King Dazahk's Brewery Key;254,1991
Shackles of Tyranny Key;254,1991
Blood Throne Key;254,1991
Judgement of the Scales Key;254,1991
Eliocalypse Storm Key;254,1991
Tree of Death Key;254,6041
Protective Gloves;257,4746
Giant Kralove Essence;276,1363
Giant Kralove Ink;278,1593
Ashenstone Flower;280,7474
Father Kwismas's House Key;286,5106
Ougaat Fragment;289,6126
Bworker Hide;289,6126
Korriander Eye;289,6126
Korriander Essence;290,2941
Bworker Essence;290,2941
Ougaa Essence;290,2941
Toxoliath Essence;290,2941
Fragment of YeCh'Ti's Map 5/5;294
Chamber of Tal Kasha Key;297,9841
Forfut Manor Key;297,9841
Ilyzaelle's Lookout Key;297,9841
Key to Bethel's Tower;297,9841
Chokao Temple Key;297,9841
Turtelonia's Sanctuary Key;297,9841
Battle of the Crimson Dawn Key;297,9841
Chamber of Evils Key;297,9841
Astral Substrate;300
Marbled Carrion;300,5181
Key to Solar's Tower;302,5864
Quixote Swordfish;305
Fragment of Dremoan's Map 5/5;329
Katana Blade;335,4375
Time Loop;337,5
Timeless Loop;337,5
Cire Momore's Heart;337,5
Kabaal Ritual Key;338,4841
Kolosso Essence;366
Fuji Snowfoux Essence;366
Grohlum Essence;366
Celestial Bearbarian Essence;366
Shadow Essence;366
Count Razof Essence;366
Berylbell Copperbeard Essence;366
Fragment of Fuji Snowfoux's Map 5/5;366
Temporal Shard;375
Fuji Snowfoux Condyle;375
Kolosso Fabric;375
Celestial Bearbarian Hamate;375
Solar Essence;377,7202
Macerated Carrion;377,99
Crystalline Root;400
New Bolt;400
Zipper;400
Frozen Spores;400
Glass Eye;400
Mp Ga Rune;405
Key to Imagiro's Memory;405,8007
Key to Orukam's Memory;416,4512
Sylvan Seal;430
Masterly New Leaf Orb;450
War Essence;450
Misery Essence;450
Servitude Essence;450
Biltong Carrion;475,2065
Corruption Essence;491,3602
Grasmera's Pouch of Magma;496,3235
Ap Ga Rune;500
Mastigator's Egg;500
Fertile Ruby Fragment;500
Enriched Croquette;500
Wildfire Potion;502,1103
Tsunami Potion;502,1103
Hurricane Potion;502,1103
Tsunami Engraving;505,7902
Blazing Engraving;505,7902
Hurricane Engraving;505,7902
Klime's Scalp;506,25
Missiz Freezz's Underpants;506,25
Nileza's Buttonhole;506,25
Sylargh's Incisor;506,25
Count Harebourg's Bandages;506,25
Missiz Freezz Essence;506,25
Sylargh Essence;506,25
Klime Essence;506,25
Nileza Essence;506,25
Count Harebourg Essence;506,25
Merkator Essence;506,25
Merkator's Heart;506,25
King Nidas Essence;506,25
Queen of Thieves Essence;506,25
Protoz'orror Essence;506,25
Vortex Essence;506,25
Catseye Essence;506,25
Bethel Akarna Essence;506,25
Meno Essence;506,25
Ilyzaelle Essence;506,25
Dantinea Essence;506,25
Koutoulou Larva Essence;506,25
Anerice the Shushess Essence;506,25
Dazahk Freezammer Essence;506,25
Tal Kasha Essence;506,25
Turtelonia Essence;506,25
Kabaal Essence;506,25
Eternal Conflict Essence;506,25
Belladonna Essence;506,25
The Ripper's Mane;506,25
Sleeping Venerable One Horn;506,25
Earthquake Potion;512,3738
Quake Engraving;516,0537
Zatoishwan's Hairs;550
Oni Leather;600
Anatak's Scalp;620
Solar Pebble;625
Deep Sea Token;640
Steamopump;640
Brass Propeller;640
Diving Weights;640
Jitter Filter;640
Shell Pedestal;640
Mister Penguin's Map;652,5
Mastoslob's Map;670,5
Pestilential Fish Juice;670,9251
Frozen Heart;750
Tunder Alloy;750
Dremoan Sporm;750
Katigger's Map;753,75
Panthyrozy's Map;783
KOs' Massive Shoulder Pad;800
Lean Carrion;800,3629
Mastigator's Map;861,3
King Imagami Essence;867,8571
Queen Amirukam Essence;867,8571
Noxious Fish Juice;894,6946
Legend of Brumaire;900
Legend of Oto Mustam;900
Legend of the Mirror;900
Legend of Meriana;900
Legend of Menalt;900
Legend of Thanatena;900
Legend of Helsephine;900
Legend of Henual;900
Pirate Bhey's Map;905,6249
Spoiled Carrion;967,647
Anatak's Map;978,75
Synthetic Root;1000
Synthetic Leather;1000
Old Hammer Head;1000
Vigilante Insignia;1000
Mooring Ball;1000
Gein's Bottle;1000
Scampihorse's Rechargeable Battery;1000
Voldelor's Foot;1000
King Kongoku's Hide;1000
Zatoishwan's Map;1035
Masked Avenger's Map;1189,558
The Warrior of KOs' Map;1233,75
Radiant Pebble;1250
Midnight Carrion;1253,425
YeCh'Ti's Map;1323
Flasho's Map;1372,5
Doctor Gobotnegg's Map;1372,5
Vinnie the Bearbarian's Map;1401,75
Legend of Bram Worldbeard;1420
Dremoan's Map;1480,5
Tasty Carrion;1569,389
Fuji Snowfoux's Map;1647
Sag Mask;1826,424
Nanogrine;1875,939
Legend of Crocobur;1950
Legend of Death-Defying;2480
Sparkling Pebble;2500
Legend of Lady Jhessica;3000
Gein's Map;3037,5
Scampihorse's Map;3037,5
Kongoku's Map;3037,5
Voldelor's Map;3037,5
Atcham's Map;3037,5
Ice Knight's Map;3037,5
Erotegg's Map;3037,5
Bearendizer's Map;3037,5
Mekstagob's Map;3037,5
Psychopump's Map;3037,5
Legend of a Thousand Leagues;3530
Babyhemoth Relic;3681,818
Legend of Dodge;4060
Legend of Fallanster;4580
Hydraulic Wheel;4974,375
Snedon Statuette;4974,375
Module Parts;5000
Legend of the Kicked Ass;5110
Anti-Whirlpool Ballast;5131,487
Legend of Destiny;5640
Time Crystal;5739,379
Timeless Crystal;5739,379
Seal of the Founders;5746,875
Fear-Catcher;5746,875
Propulsion Accelerator;5892,304
Legend of Rykke Errel;6160
Legend of Amayiro;6160
Legend of Buhorado;6690
The Legend of Misery;6690
The Legend of War;6690
The Legend of Servitude;6690
The Legend of Corruption;6690
Legend of Jahash Jurgen;7220
Legend of Ganymede;7750
Babyhemoth Reflection;7932,121
Great Timekeeper's Spectacles;7952,689
Arachnee-Infused Croquette;13619,29
Tofoone-Infused Croquette;13621,8
Greedoblop-Infused Croquette;13622,91
Gobbette-Infused Croquette;13623,82
Bwak-Infused Croquette;13624,13
Piwi-Infused Croquette;13624,51
Neye-Infused Croquette;13624,65
Thoronduddleswell-Infused Croquette;13625,89
Sauroshell-Infused Croquette;13625,94
Crackler-Infused Croquette;13628,81
Chafer-Infused Croquette;13631,21
Spimush-Infused Croquette;13632,07
Domoizelle-Infused Croquette;13632,92
Scurvion-Infused Croquette;13633,46
Scaraleaf-Infused Croquette;13634,48
Leopena-Infused Croquette;13641,76
Bwork-Infused Croquette;13646,89
Wabbit-Infused Croquette;13649,69
Koalak-Infused Croquette;13657,99
Persaport-Infused Croquette;13660,27
Moskito-Infused Croquette;13666,44
Pandora-Infused Croquette;13667,52
Bambooto-Infused Croquette;13672,11
Treechnid-Infused Croquette;13675,84
Trool-Infused Croquette;13684,05
Strich-Infused Croquette;13688,64
Pingwinkle-Infused Croquette;13700,54
Boowolf-Infused Croquette;13734,53
Dreggon-Infused Croquette;13763,17
Kanig-Infused Croquette;13783,73
Kitsou-Infused Croquette;13886,15
Kozaru-Infused Croquette;13956,05
Inhibitor Crystal;20000
