Recurso;XP/unidad
Œil de Vigie Pirate;28,8793
Bidoche Exsudative;29,0055
Poignée du Gorgouille;29,1342
Étoffe de Meupette;29,5585
Clef de la Bambusaie de Damadrya;29,6034
Moustache du Shogun Tofugawa;29,659
Scorie d'Obsidiantre;29,659
Sphénoïde du Kimbo;29,659
Ethmoïde du Minotot;29,659
Poils de Kanigroula;29,659
Moustache de Ush;29,659
Teinture Orange Sanguine;29,6603
Culotte de Frakacia;30
Carapace circonflexe d'Imorok;30
Guillemets d'Imiyama;30
Cédille d'Imetsu;30
Apostrophe d'Imafugo;30
Carapace circonflexe de Rokoram;30
Guillemets de Mabram;30
Cédille de Tsunam;30
Apostrophe de Fugokam;30
Poing-virgule de Shinlam;30,2669
Bidoche Tendre;30,2962
Clef de la Sousouricière du Rat Noir;30,3935
Éclat Obscur;30,5
Topaze;30,7684
Tresse du Poolay;30,9139
Clef du Repaire de Skeunk;30,9445
Pâte à Tra Khben;31,0952
Cervelle de Bouftou des Cavernes;31,3419
Jus d'Écumouth pressé;31,5355
Ulna de Solfataré;31,5934
Potion d'altération;32,1001
Philtre de Longévité;32,16
Substrat de Forêt primaire;32,4
Coco du Bitouf aérien;32,423
Canine de Félygiène;32,5483
Boule de Panthègros;32,5483
Testicules Magiques du Meulou;32,7306
Étoffe Magique de Moon;32,7306
Pierre du Koulosse;32,7306
Essence du Dragon Cochon;32,8125
Essence du Koulosse;32,8125
Essence du Meulou;32,8125
Essence de Moon;32,8125
Clef de la serre du Royalmouth;32,8627
Poil de Rhoarim perturbé;32,9887
Dent de Fantômat;33,0592
Essence de la Reine Nyée;33,0769
Essence du Chouque;33,0769
Essence de Choudini;33,0769
Clef du Temple Maudit;33,2647
Étoffe de Kaniblou;33,322
Boucle d'Orfélin;33,322
Étoffe de Choudini;33,385
Bwak Squelettique;33,385
Globule de Nyée;33,385
Implants Rustiques;33,6365
Poing-virgule d'Imushin;33,817
Coquille du Kaskargo;34,0112
Dent de zarbivore perturbé;34,02
Peau de Kanihilan;34,1153
Frimousse d'Alhyène;34,1153
Téphra d'Atomystique;34,8484
Artefact de Fumrirolle;34,8484
Nœud de l'Abrakleur clair;34,882
Concassé de brume;35,5909
Étoffe de Samouraï fantôme;35,8516
Clef du Mégalithe de Fraktale;36,1364
Œuf de Crapeur;36,3924
Potion minérale;36,3937
Coquille de Krokille;36,6477
Farine de contrebande;36,75
Fausse dent de Grozilla;36,7647
Clakoss;36,8564
Petite pierre d'âme spéciale;38,215
Braises bleutées;38,6842
Laine de Tengu Givrefoux;38,6842
Corne de XLII;38,6842
Œil du Père Ver;38,6842
Slip feuillu de Supervizœuf;38,6842
Essence de Damadrya;40,2127
Patte de Soryo Givrefoux;40,2777
Cuir de Maho Givrefoux;40,2777
Crâne de Yokaï Givrefoux;40,2777
Queue de Yomi Givrefoux;40,2777
Cornée de Kami Givrefoux;40,2777
Clef de la Volière de la Haute Truche;40,9378
Clef du caveau du Prince Djamal;41,4094
Carte de Frakacia;42
Substrat de Forêt vierge;42
Clef de l'Atelier du Tanukouï San;42,6138
Grizite;42,9638
Chicots d'Halouine;43,4602
Poche de charbon de Grasmera;43,4602
Slip troué de Dramak;43,4602
Œil du Kharnozor;43,4602
Essence du Maître Corbac;43,5389
Poil de Dragon Cochon;43,75
Essence de Dramak;43,75
Essence de Malléfisk;43,75
Essence du Kharnozor;43,75
Essence du Rat Blanc;43,9534
Bidoche Ladre;44,7598
Rune Invo;45
Substrat de Sylve;45
Orbe régénérant;45
Yokayu;45,3703
Touffe de Kabombz;45,9374
Zœuf de Balebz;45,9374
Zœuf de Toubibz;45,9374
Zœuf de Kamikabz;45,9374
Zœuf de Quadrabz;45,9374
Ventouse du Kralamoure géant;46,0227
Essence du Rasboul Majeur;46,3235
Clef de la Vallée de la Dame des eaux;47,1138
Clef de la Caverne d'El Piko;47,1138
Clef de la Croquanterie;47,1138
Clef du Ring du Capitaine Ekarlatte;47,1978
Carapace de Ver des Sables;47,5588
Épine d'Ougah;48,3823
Patte de Korriandre;48,3823
Ongle du Bworker;48,3823
Sang du Toxoliath;48,3823
Corne brisée de Crocabulia;48,8845
Plume Vibrante du Tofu Royal;48,8845
Fleur de Blop Multicolore Royal;48,8845
Clef Mansot;49,0645
Essence du Blop Multicolore Royal;49,1208
Essence du Minotoror;49,1208
Essence de Crocabulia;49,1208
Œil de Dramanite;51,7605
Oreille de Fistulor;51,7605
Pédoncule de Fongeur;51,7605
Racine d'Abrazif;51,7605
Pédoncule de Mérulette;51,7605
Salace de poissons empoisonnée;52,1678
Kristalite;52,1708
String en Cuir de la Mama Bwork;54,1831
Clef de la Clairière du Chêne Mou;54,3657
Caleçon Rouge;54,7975
Caleçon Brun;54,7975
Caleçon Bleu;54,7975
Caleçon Blanc;54,7975
Essence du Pounicheur;55,5882
Queue emplumée du Rasboul Majeur;55,851
Fibre de Chanvre;56,2071
Caleçon de Cybwork;57,2904
Clef du Dojo du vent;57,8491
Clef de la Fabrique de foux d'artifice;57,8491
Bidoche Séchée;58,8345
Clef de la salle du Minotot;59,35
Moyenne pierre d'âme spéciale;59,4586
Clef de la Galerie du Phossile;59,63
Cuir de Fuji Givrefoux;61
Griffe de Kolosso;61
Queue de Glourséleste;61
Poudre glaciale;61
Corne d'Ombre;61
Poils du Comte Razof;61
Cloche de Barbéryl Clochecuivre;61
Bidoche Avariée;62,2119
Cervelle de Solar;62,9533
Clef du Laboratoire du Tynril;63,8131
Essence du Rat Noir;64,0677
Larme de Givrefoux;65
Jus de poisson abominable;66,345
Manubrium de Wolvero;67,418
Poil de Blérauve;67,418
Étoffe de Croleur;67,418
Oreille de Blérice;67,418
Queue de Blérom;67,418
Vomer d'Apériglours;67,418
Essence du Chêne Mou;69,3103
Ambre du Chêne Mou;69,5983
Œil de Fleuro;69,7033
Peau de Skeunk;71,0877
Queue du Royalmouth;71,0877
Corne Brûlée du Minotoror;71,6346
Essence du Royalmouth;72,0967
Essence de Skeunk;72,0967
Essence de Fraktale;72,0967
Crochet rouillé;72,5
Clef du Plateau de Ush;73,1618
Sang de Calciné;73,8851
Fragment de carte de Bouflouth 1/5;74,5
Fragment de carte de Bouflouth 2/5;74,5
Fragment de carte de Bouflouth 3/5;74,5
Fragment de carte de Bouflouth 4/5;74,5
Clef du Tertre du long sommeil;74,6646
Fragment de pépite de Sakaï;74,8383
Iris de Boulglours;75
Laine de Glouragan;75
Étoffe de Glourmand;75
Aile de Gloursaya;75
Calcanéus de Meliglours;75
Trame Dimensionnelle;75
Bouteille de Bouchonnois;75
Plume de Misère;75
Verrou de Servitude;75
Bonnet de Guerre;75
Poils de barbe de Marteau-Aigri;75
Manche du Grattoir;75,9947
Clef de l'hypogée de l'Obsidiantre;76,6449
Clef du Grolandais violent;80,8718
Gigantesque pierre d'âme spéciale;81,5123
Corne de Corruption;81,8933
Symbole des Obscuranti;82,9305
Bidoche Sanguinolente;84,1463
Moustache de Klime;84,375
Poil d'aisselle de Missiz Frizz;84,375
Broderie de Nileza;84,375
Laine de Sylargh;84,375
Scapula du Comte Harebourg;84,375
Pointe osseuse de Grasmera;84,375
Barbe de Merkator;84,375
Joyau de la couronne du roi Nidas;84,375
Broderie de la Reine des Voleurs;84,375
Noyau de Protozorreur;84,375
Aile de Vortex;84,375
Dé du Chalœil;84,375
Poil de Meno;84,375
Dentier de Dantinéa;84,375
Aile de Larve de Koutoulou;84,375
Cheveux de Tal Kasha;84,375
Pic d'Anerice;84,375
Plume d'Ilyzaelle;84,375
Queue de Bethel Akarna;84,375
Épaulière de Dazak Martegel;84,375
Broderie de la Prêtresse de Kao;84,375
Écaille de Torkélonia;84,375
Sceptre brisé de Kabahal;84,375
Masque cauchemardesque de l'Éternel Conflit;84,375
Rouge à lèvres de Belladone;84,375
Griffe de la Déchireuse;84,375
Crinière du Vénérable Endormi;84,375
Feu sacré de Gargandyas;84,375
Grande pierre d'âme spéciale;84,694
Potion de Sésanabolisant;85,8462
Clef de la Grotte de Kanigroula;86,6989
Fragment de carte d'Ali Grothor 1/5;87
Fragment de carte d'Ali Grothor 2/5;87
Fragment de carte d'Ali Grothor 3/5;87
Fragment de carte de Pantèroz 4/5;87
Fragment de carte de Pantèroz 3/5;87
Fragment de carte de Pantèroz 2/5;87
Fragment de carte de Pantèroz 1/5;87
Fragment de carte de Monsieur Pingouin 1/5;87
Fragment de carte de Monsieur Pingouin 2/5;87
Fragment de carte de Monsieur Pingouin 3/5;87
Fragment de carte de Monsieur Pingouin 4/5;87
Fragment de carte de Monsieur Pingouin 5/5;87
Clef de la Canopée du Kimbo;87,7065
Essence de Nagate;87,8787
Œuf de Haute Truche;89,876
Étoile d'Or d'El Piko;89,876
Essence de Tanukouï San;90
Essence de la Haute Truche;90
Essence du Capitaine Ekarlatte;90
Essence d'El Piko;90
Clef de la Tombe du Shogun Tofugawa;91,4158
Tissu de Rapiéçage;92,5318
Clef du Poste de contrôle du Supervizœuf;95,2121
Dissolvant Phosphorescent;97,0654
Culotte à l'envers du Roissingue;97,29
Manche de Knout;97,5
Scie à glace;98,4378
Étoffe Mystérieuse;100
Élixir de Brumen;100
Bidoche Rassie;100,2798
Fragment de carte de Katigrou 1/5;100,5
Fragment de carte de Katigrou 2/5;100,5
Fragment de carte de Katigrou 3/5;100,5
Fragment de carte de Katigrou 4/5;100,5
Fragment de carte de Katigrou 5/5;100,5
Culotte de Harrogant;101,25
Étoffe de Grodruche;101,25
Cervelle de Peunch;101,25
Cœur d'Empaillé;101,25
Dent de Cuirboule;101,25
Molaire de Ventrublion;101,25
Ethmoïde de Stalak;101,25
Malleus de Karkanik;101,25
Cervelle de Verglasseur;101,25
Moustache de Frimar;101,25
Molaire de Nessil;101,25
Crinière de Krakal;101,25
Bec de Dodox;101,25
Carapace de Termystique;101,25
Sépale de Drosérâle;101,25
Griffe de Kanimate;101,25
Queue de Brikoglours;101,25
Sternum de Mansordide;101,25
Oreille de Mécanofoux;101,25
Pédoncule de Mérulor;101,25
Bec de Granduk;101,25
Bec de Strigide;101,25
Plume de Cycloïde;101,25
Queue de Sinistrofu;101,25
Pic du Nocturlabe;101,25
Pince de Krabouilleur;101,25
Huile de Pikoleur;101,25
Œil de Harpo;101,25
Broderie d'Eskoglyphe;101,25
Chaussette du Cyclophandre;101,25
Sel de Baleine;101,25
Parasite Aquatique;101,25
Pierre Angulaire;101,25
Scarabée Chrysonéfritin;101,25
Goulobule rouge;101,25
Brûlâme encapsulé;101,25
Coquille de Submergé;101,25
Chope de Bière;101,25
Éclat Kao brisé;101,25
Œil de Crocodaille albinos;101,25
Pic de Ravageur;101,25
Fleur des protecteurs;101,25
Cire de Cire Momore;101,25
Peigne de Rhoarim;101,25
Mise en plis de Voracle;101,25
Tresse de Domptueuse;101,25
Frange d'Ébourifauve;101,25
Peau de zarbivore;101,25
Corne de Gyrafor;101,25
Corne de Lapilope;101,25
Défense de Brutapir;101,25
Front osseux de Gropotam;101,25
Corne d'Amphibouc;101,25
Terre Stérile;103,4042
Collier d'esclave;103,4042
Lame tranchante;103,4042
Essence du Tofu Royal;103,9534
Germes corrompus;104,0077
Grattoir à dos inachevé;105,6615
Aigue-Marine;105,701
Seau de Pinces à Linge;106,425
Clef de la Tanière Givrefoux;109,6904
Rossignol;111,3821
Essence du Tynril;111,6666
Essence du Mansot Royal;111,6666
Peau de Trithon;111,7241
Essence de Founoroshi;112,0817
Ambre du Tynril;113,1756
Œuf du Mansot Royal;113,1756
Clef de l'Horologium de XLII;113,7805
Fragment de carte de Zatoïshwan 1/5;115
Fragment de carte de Zatoïshwan 2/5;115
Fragment de carte de Zatoïshwan 3/5;115
Fragment de carte de Zatoïshwan 4/5;115
Fragment de carte de Fantômayte 1/5;115
Fragment de carte de Fantômayte 2/5;115
Fragment de carte de Fantômayte 3/5;115
Fragment de carte de Fantômayte 4/5;115
Masque de protection;116,5411
Appendice Démoniaque;119,1176
Bidoche Fraîche;119,7247
Clef de la Demeure des Esprits;120,1115
Clef du Boyau du Père Ver;121,4009
Carte de Brumen;123
Clef de la Cave du Toxoliath;123,9862
Galet Lunaire;125
Clef du caveau du Roi Léorictus;125,801
Lanières de knout;130,0482
Rune Po;130,05
Fragment de carte d'Anatak 1/5;130,5
Fragment de carte d'Anatak 2/5;130,5
Fragment de carte d'Anatak 3/5;130,5
Fragment de carte d'Anatak 4/5;130,5
Fragment de carte d'Anatak 5/5;130,5
Fragment de carte de la Vengeuse Masquée 1/5;130,5
Fragment de carte de la Vengeuse Masquée 2/5;130,5
Fragment de carte de la Vengeuse Masquée 3/5;130,5
Pointes de Knout;132,4166
Clef de l'Antre du Korriandre;135,0441
Œuf inerte;136,2
Artefact Pandawushu;136,9362
Fragment de carte d'Ali Grothor 4/5;139,2
Clef de la Grotte du Bworker;141,1323
Étoffe de Sphincter Cell;142,3267
Scapula de Ben le Ripate;142,3267
Bézoard Ardent de Grozilla;142,3267
Poignée de Katana;142,9363
Essence de Ben le Ripate;143,75
Essence de Sphincter Cell;143,75
Essence du Phossile;143,75
Essence d'Hell Mina;143,75
Fragment de carte de Fantômayte 5/5;143,75
Diacritique du Roi Imagami;144,6428
Diacritique de la Reine Amirukam;144,6428
Fragment de carte du YeCh'Ti 1/5;147
Fragment de carte du YeCh'Ti 2/5;147
Fragment de carte du YeCh'Ti 3/5;147
Fragment de carte du YeCh'Ti 4/5;147
Fragment de carte de Bouflouth 5/5;149
Orbe régénérant majeur;150
Clef de l'Autel de la Déchireuse;153,09
Croc de Krokille;155,625
Jus de poisson asphyxiant;157,4245
Clef de la Caverne de Nowel;159,9388
Ambre gris;160
Gravure d'Étincelle;160,7156
Gravure de Courant d'Air;160,7156
Gravure de Crachin;160,7156
Gravure de Secousse;160,7156
Potion d'Étincelle;161,8357
Potion de Crachin;161,8357
Potion de Courant d'Air;161,8357
Potion de Secousse;161,8357
Fragment de carte de Dremoan 1/5;164,5
Fragment de carte de Dremoan 2/5;164,5
Fragment de carte de Dremoan 3/5;164,5
Fragment de carte de Dremoan 4/5;164,5
Fragment de carte du Guerrier du K,O, 1/5;164,5
Fragment de carte du Guerrier du K,O, 2/5;164,5
Fragment de carte du Guerrier du K,O, 3/5;164,5
Fragment de carte du Guerrier du K,O, 4/5;164,5
Fragment de carte du Guerrier du K,O, 5/5;164,5
Clef du Temple du Grand Ougah;167,8632
Énorme pierre d'âme spéciale;173,6064
Fragment de carte d'Ali Grothor 5/5;174
Fragment de carte de Pantèroz 5/5;174
Essence du Kimbo;177,9545
Essence du Minotot;177,9545
Essence de l'Obsidiantre;177,9545
Essence de Kanigroula;177,9545
Essence de Ush;177,9545
Essence du Shogun Tofugawa;177,9545
Sabot du Minotot;179,2582
Chaussette du Kimbo;179,2582
Vertèbre d'Obsidiantre;179,2582
Queue de Kanigroula;179,2582
Fragment de carte de la Fuji Givrefoux 1/5;183
Fragment de carte de la Fuji Givrefoux 2/5;183
Fragment de carte de la Fuji Givrefoux 3/5;183
Fragment de carte de la Fuji Givrefoux 4/5;183
Fragment de carte de Flasho 1/5;183
Fragment de carte de Flasho 2/5;183
Fragment de carte de Flasho 3/5;183
Fragment de carte de Flasho 4/5;183
Fragment de carte de Flasho 5/5;183
Fragment de carte de Docteur Eggob 1/5;183
Fragment de carte de Docteur Eggob 2/5;183
Fragment de carte de Docteur Eggob 3/5;183
Fragment de carte de Docteur Eggob 4/5;183
Fragment de carte de Docteur Eggob 5/5;183
Fragment de carte de Viti Glourson 1/5;183
Fragment de carte de Viti Glourson 2/5;183
Fragment de carte de Viti Glourson 3/5;183
Fragment de carte de Viti Glourson 4/5;183
Clef de la mine de Sakaï;183,1166
Clef du Camp du Comte Razof;187,753
Clef du Bastion des Marteaux-Aigris;187,753
Fragment de carte de la Vengeuse Masquée 4/5;200,7692
Fragment de carte de la Vengeuse Masquée 5/5;200,7692
Fragment de carte de Viti Glourson 5/5;202,5
Clef du Défi du Chalœil;204,12
Pétale d'encre;205,0056
Pétale de Papier;205,7412
Clef du Palais du roi Nidas;206,6929
Clef des cavernes du Kolosso;207,078
Clef du Trône de la Cour Sombre;209,6708
Clef de la Pyramide d'Ombre;210,2761
Planche hatoufer;219
Clef de l'Antichambre des Gloursons;219,528
Essence de Shihan et Hanshi;223,3333
Cuir de Tengu Givrefoux;226,8518
Clef du Vaisseau du Capitaine Meno;226,875
Clef du Temple de Koutoulou;226,875
Carapace de Supervizœuf;229,6874
Fragment de carte de Zatoïshwan 5/5;230
Essence du Tengu Givrefoux;232,1052
Essence de XLII;232,1052
Essence du Père Ver;232,1052
Essence de Koumiho;232,1052
Clef du Palais de Dantinéa;232,6921
Bidoche Saignante;237,2611
Clef de l'Œil de Vortex;244,215
Galet rutilant;250
Fragment de carte de Gein 1/8;253,1249
Fragment de carte de Gein 2/8;253,1249
Fragment de carte de Gein 3/8;253,1249
Fragment de carte de Gein 4/8;253,1249
Fragment de carte de Gein 5/8;253,1249
Fragment de carte de Gein 6/8;253,1249
Fragment de carte de Gein 7/8;253,1249
Fragment de carte de Gein 8/8;253,1249
Fragment de carte de l'Hyperscampe 8/8;253,1249
Fragment de carte de l'Hyperscampe 7/8;253,1249
Fragment de carte de l'Hyperscampe 6/8;253,1249
Fragment de carte de l'Hyperscampe 5/8;253,1249
Fragment de carte de l'Hyperscampe 4/8;253,1249
Fragment de carte de l'Hyperscampe 3/8;253,1249
Fragment de carte de l'Hyperscampe 2/8;253,1249
Fragment de carte de l'Hyperscampe 1/8;253,1249
Fragment de carte de Kongoku 1/8;253,1249
Fragment de carte de Kongoku 2/8;253,1249
Fragment de carte de Kongoku 3/8;253,1249
Fragment de carte de Kongoku 4/8;253,1249
Fragment de carte de Kongoku 5/8;253,1249
Fragment de carte de Kongoku 6/8;253,1249
Fragment de carte de Kongoku 7/8;253,1249
Fragment de carte de Kongoku 8/8;253,1249
Fragment de carte de Voldelor 1/8;253,1249
Fragment de carte de Voldelor 2/8;253,1249
Fragment de carte de Voldelor 3/8;253,1249
Fragment de carte de Voldelor 4/8;253,1249
Fragment de carte de Voldelor 5/8;253,1249
Fragment de carte de Voldelor 6/8;253,1249
Fragment de carte de Voldelor 7/8;253,1249
Fragment de carte de Voldelor 8/8;253,1249
Fragment de carte d'Atcham 1/8;253,1249
Fragment de carte d'Atcham 2/8;253,1249
Fragment de carte d'Atcham 3/8;253,1249
Fragment de carte d'Atcham 4/8;253,1249
Fragment de carte d'Atcham 5/8;253,1249
Fragment de carte d'Atcham 6/8;253,1249
Fragment de carte d'Atcham 7/8;253,1249
Fragment de carte d'Atcham 8/8;253,1249
Fragment de carte du Chevalier de Glace 1/8;253,1249
Fragment de carte du Chevalier de Glace 2/8;253,1249
Fragment de carte du Chevalier de Glace 3/8;253,1249
Fragment de carte du Chevalier de Glace 4/8;253,1249
Fragment de carte du Chevalier de Glace 5/8;253,1249
Fragment de carte du Chevalier de Glace 6/8;253,1249
Fragment de carte du Chevalier de Glace 7/8;253,1249
Fragment de carte du Chevalier de Glace 8/8;253,1249
Fragment de carte de Culbutœuf 1/8;253,1249
Fragment de carte de Culbutœuf 2/8;253,1249
Fragment de carte de Culbutœuf 3/8;253,1249
Fragment de carte de Culbutœuf 4/8;253,1249
Fragment de carte de Culbutœuf 5/8;253,1249
Fragment de carte de Culbutœuf 6/8;253,1249
Fragment de carte de Culbutœuf 7/8;253,1249
Fragment de carte de Culbutœuf 8/8;253,1249
Fragment de carte de Glourdorak 1/8;253,1249
Fragment de carte de Glourdorak 2/8;253,1249
Fragment de carte de Glourdorak 3/8;253,1249
Fragment de carte de Glourdorak 4/8;253,1249
Fragment de carte de Glourdorak 5/8;253,1249
Fragment de carte de Glourdorak 6/8;253,1249
Fragment de carte de Glourdorak 7/8;253,1249
Fragment de carte de Glourdorak 8/8;253,1249
Fragment de carte de Mekamouth 1/8;253,1249
Fragment de carte de Mekamouth 2/8;253,1249
Fragment de carte de Mekamouth 3/8;253,1249
Fragment de carte de Mekamouth 4/8;253,1249
Fragment de carte de Mekamouth 5/8;253,1249
Fragment de carte de Mekamouth 6/8;253,1249
Fragment de carte de Mekamouth 7/8;253,1249
Fragment de carte de Mekamouth 8/8;253,1249
Fragment de carte de Psikopompe 1/8;253,1249
Fragment de carte de Psikopompe 2/8;253,1249
Fragment de carte de Psikopompe 3/8;253,1249
Fragment de carte de Psikopompe 4/8;253,1249
Fragment de carte de Psikopompe 5/8;253,1249
Fragment de carte de Psikopompe 6/8;253,1249
Fragment de carte de Psikopompe 7/8;253,1249
Fragment de carte de Psikopompe 8/8;253,1249
Clef du Breuil du Vénérable;253,935
Clef de la Forgefroide de Missiz Frizz;254,1991
Clef du Transporteur de Sylargh;254,1991
Clef des Salons privés de Klime;254,1991
Clef du Laboratoire de Nileza;254,1991
Clef du Donjon du Comte Harebourg;254,1991
Clef de l'Aquadôme de Merkator;254,1991
Clef du Ventre de la Baleine;254,1991
Clef de la Brasserie du roi Dazak;254,1991
Clef des Fers de la Tyrannie;254,1991
Clef du Trône de Sang;254,1991
Clef de la Sentence de la Balance;254,1991
Clef de la Tempête de l'Eliocalypse;254,1991
Clef de l'Arbre de Mort;254,6041
Gants de protection;257,4746
Essence du Kralamoure Géant;276,1363
Encre du Kralamoure géant;278,1593
Fleur de Cendrepierre;280,7474
Clef de la Maison du Papa Nowel;286,5106
Fragment d'Ougalurette;289,6126
Peau du Bworker;289,6126
Œil de Korriandre;289,6126
Essence du Korriandre;290,2941
Essence du Bworker;290,2941
Essence d'Ougah;290,2941
Essence du Toxoliath;290,2941
Fragment de carte du YeCh'Ti 5/5;294
Clef de la Chambre de Tal Kasha;297,9841
Clef du Manoir des Katrepat;297,9841
Clef du Belvédère d'Ilyzaelle;297,9841
Clef de la Tour de Bethel;297,9841
Clef du Temple du dieu Kao;297,9841
Clef du Sanctuaire de Torkélonia;297,9841
Clef de la Bataille de l'Aurore Pourpre;297,9841
Clef de la Chambre des maléfices;297,9841
Substrat Astral;300
Bidoche Persillée;300,5181
Clef de la Tour de Solar;302,5864
Espadon Quichotte;305
Fragment de carte de Dremoan 5/5;329
Lame de Katana;335,4375
Boucle temporelle;337,5
Boucle intemporelle;337,5
Cœur de Cire Momore;337,5
Clef du Rituel de Kabahal;338,4841
Essence du Kolosso;366
Essence de Fuji Givrefoux;366
Essence de Grolloum;366
Essence du Glourséleste;366
Essence d'Ombre;366
Essence du Comte Razof;366
Essence de Barbéryl Clochecuivre;366
Fragment de carte de la Fuji Givrefoux 5/5;366
Eclat temporel;375
Condyle de Fuji Givrefoux;375
Étoffe de Kolosso;375
Hamatum de Glourséleste;375
Essence de Solar;377,7202
Bidoche Macérée;377,99
Racine cristalline;400
Boulon neuf;400
Fermeture éclair;400
Mycoses gelées;400
Œil de verre;400
Rune Ga Pme;405
Clef du Souvenir d'Imagiro;405,8007
Clef de la Mémoire d'Orukam;416,4512
Sceau Sylvestre;430
Orbe régénérant magistral;450
Essence de Guerre;450
Essence de Misère;450
Essence de Servitude;450
Bidoche de Brousse;475,2065
Essence de Corruption;491,3602
Poche de magma de Grasmera;496,3235
Rune Ga Pa;500
Œuf d'Ali Grothor;500
Fragment de Rubis Fertile;500
Croquette enrichie;500
Potion d'Incendie;502,1103
Potion de Tsunami;502,1103
Potion d'Ouragan;502,1103
Gravure de Tsunami;505,7902
Gravure d'Incendie;505,7902
Gravure d'Ouragan;505,7902
Scalp de Klime;506,25
Culotte de Missiz Frizz;506,25
Braguette de Nileza;506,25
Incisive de Sylargh;506,25
Bandelette du Comte Harebourg;506,25
Essence de Missiz Frizz;506,25
Essence de Sylargh;506,25
Essence de Klime;506,25
Essence de Nileza;506,25
Essence du Comte Harebourg;506,25
Essence de Merkator;506,25
Cœur de Merkator;506,25
Essence du Roi Nidas;506,25
Essence de la Reine des Voleurs;506,25
Essence du Protozorreur;506,25
Essence de Vortex;506,25
Essence du Chalœil;506,25
Essence de Bethel Akarna;506,25
Essence de Meno;506,25
Essence d'Ilyzaelle;506,25
Essence de Dantinéa;506,25
Essence de la Larve de Koutoulou;506,25
Essence d'Anerice la Shushess;506,25
Essence de Dazak Martegel;506,25
Essence de Tal Kasha;506,25
Essence de Torkélonia;506,25
Essence de Kabahal;506,25
Essence de l'Éternel Conflit;506,25
Essence de Belladone;506,25
Toison de la Déchireuse;506,25
Corne du Vénérable Endormi;506,25
Potion de Séisme;512,3738
Gravure de Séisme;516,0537
Poils de Zatoïshwan;550
Cuir Onique;600
Scalp d'Anatak;620
Galet Solaire;625
Marque des grands fonds;640
Steamopompe;640
Hélice en laiton;640
Plombs de plongée;640
Filtre à frousse;640
Socle en coquillage;640
Carte de Monsieur Pingouin;652,5
Carte de Bouflouth;670,5
Jus de poisson pestilentiel;670,9251
Cœur Gelé;750
Alliage Ivre;750
Sporme de Dremoan;750
Carte de Katigrou;753,75
Carte de Pantèroz;783
Épaulière Massive du K,O,;800
Bidoche Maigre;800,3629
Carte d'Ali Grothor;861,3
Essence du Roi Imagami;867,8571
Essence de la Reine Amirukam;867,8571
Jus de poisson méphitique;894,6946
Légende de Brumaire;900
Légende d'Oto Mustam;900
Légende du Miroir;900
Légende de Mériana;900
Légende de Menalt;900
Légende de Thanatena;900
Légende d'Helséphine;900
Légende d'Henual;900
Carte de Fantômayte;905,6249
Bidoche Gâtée;967,647
Carte d'Anatak;978,75
Racine de synthèse;1000
Cuir synthétique;1000
Vieille Tête de Marteau;1000
Insigne des Justiciers;1000
Bitte d'amarrage;1000
Bouteille de Gein;1000
Batterie rechargeable de l'Hyperscampe;1000
Pied de Voldelor;1000
Peau du Grand Kongoku;1000
Carte de Zatoïshwan;1035
Carte de la Vengeuse Masquée;1189,558
Carte du Guerrier du K,O,;1233,75
Galet rayonnant;1250
Bidoche Noire;1253,425
Carte du YeCh'Ti;1323
Carte de Flasho;1372,5
Carte de Docteur Eggob;1372,5
Carte de Viti Glourson;1401,75
Légende de Brâm Barbe-Monde;1420
Carte de Dremoan;1480,5
Bidoche Goûtue;1569,389
Carte de la Fuji Givrefoux;1647
Masque à Zag;1826,424
Nanogrine;1875,939
Légende de Crocobur;1950
Légende du Trompe-la-Mort;2480
Galet brasillant;2500
Légende de Dame Jhessica;3000
Carte de Gein;3037,5
Carte de l'Hyperscampe;3037,5
Carte de Kongoku;3037,5
Carte de Voldelor;3037,5
Carte d'Atcham;3037,5
Carte du Chevalier de Glace;3037,5
Carte de Culbutœuf;3037,5
Carte de Glourdorak;3037,5
Carte de Mekamouth;3037,5
Carte de Psikopompe;3037,5
Légende de Mille Lieues;3530
Relique de Bébémoth;3681,818
Légende de Dodge;4060
Légende de Fallanster;4580
Volant hydraulique;4974,375
Statuette de Snedon;4974,375
Pièces de module;5000
Légende du Cul Botté;5110
Lest anti-tourbillon;5131,487
Légende du Destin;5640
Cristal temporel;5739,379
Cristal intemporel;5739,379
Sceau des fondateurs;5746,875
Attrape-peur;5746,875
Accélérateur de propulsion;5892,304
Légende de Rykke Errel;6160
Légende d'Amayiro;6160
Légende de Buhorado;6690
Légende de Misère;6690
Légende de Guerre;6690
Légende de Servitude;6690
Légende de Corruption;6690
Légende de Jahash Jurgen;7220
Légende de Ganymède;7750
Reflet de Bébémoth;7932,121
Binocles du Grand Chronomaître;7952,689
Croquette infusée de l'Arakne;13619,29
Croquette infusée de la Tofoune;13621,8
Croquette infusée du Gloutoblop;13622,91
Croquette infusée de la Boufette;13623,82
Croquette infusée du Bwak;13624,13
Croquette infusée du Piou;13624,51
Croquette infusée du Noeul;13624,65
Croquette infusée du Thomondor;13625,89
Croquette infusée de la Krokille;13625,94
Croquette infusée du Craqueleur;13628,81
Croquette infusée du Chafer;13631,21
Croquette infusée du Champa;13632,07
Croquette infusée de la Domoizelle;13632,92
Croquette infusée du Scorbute;13633,46
Croquette infusée du Scarafeuille;13634,48
